Date,buy tesla_unscaled,scale,buy tesla,elon musk_unscaled,scale,elon musk,model 3_unscaled,scale,model 3,model y_unscaled,scale,model y,tsla stock_unscaled,scale,tsla stock,tesla earnings_unscaled,scale,tesla earnings,car market_unscaled,scale,car market,electric vehicles_unscaled,scale,electric vehicles,environment_unscaled,scale,environment,elon musk fraud_unscaled,scale,elon musk fraud,whistleblower_unscaled,scale,whistleblower,union_unscaled,scale,union,tesla debt_unscaled,scale,tesla debt,subsidy_unscaled,scale,subsidy,Open,High,Low,Close,Out
2021-06-03,26,0.33,8.58,72,0.16,11.52,79,0.85,67.14999999999999,78,0.78,60.84,82,0.35,28.7,0,0.02,0.0,54,0.65,35.1,98,0.65,63.7,93,0.63,58.59,0.0,0.0,0.0,49,0.04,1.96,89,0.83,73.86999999999999,0,0.21,0.0,99,0.55,54.45,601.7999877929688,604.5499877929688,571.219970703125,572.8400268554688,1
2021-06-04,20,0.33,6.6000000000000005,100,0.16,16.0,62,0.85,52.699999999999996,40,0.78,31.200000000000003,86,0.35,30.099999999999998,26,0.02,0.52,77,0.65,50.050000000000004,39,0.65,25.35,96,0.63,60.480000000000004,0.0,0.0,0.0,38,0.04,1.52,95,0.83,78.85,0,0.21,0.0,67,0.55,36.85,579.7100219726562,600.6099853515625,577.2000122070312,599.0499877929688,0
2021-06-05,68,0.33,22.44,97,0.16,15.52,95,0.85,80.75,99,0.78,77.22,19,0.35,6.6499999999999995,29,0.02,0.58,62,0.65,40.300000000000004,50,0.65,32.5,74,0.63,46.62,0.0,0.0,0.0,57,0.04,2.2800000000000002,75,0.83,62.25,0,0.21,0.0,23,0.55,12.65,579.7100219726562,600.6099853515625,577.2000122070312,599.0499877929688,0
2021-06-06,60,0.2,12.0,97,0.12,11.639999999999999,92,0.93,85.56,56,0.95,53.199999999999996,12,0.41,4.92,0,0.03,0.0,43,0.75,32.25,62,0.55,34.1,61,0.66,40.260000000000005,0.0,0.0,0.0,56,0.03,1.68,60,0.84,50.4,0,0.2,0.0,22,0.75,16.5,579.7100219726562,600.6099853515625,577.2000122070312,599.0499877929688,0
2021-06-07,51,0.2,10.200000000000001,78,0.12,9.36,67,0.93,62.31,52,0.95,49.4,68,0.41,27.88,0,0.03,0.0,78,0.75,58.5,26,0.55,14.3,85,0.66,56.1,0.0,0.0,0.0,95,0.03,2.85,87,0.84,73.08,89,0.2,17.8,63,0.75,47.25,591.8300170898438,610.0,582.8800048828125,605.1300048828125,0
2021-06-08,52,0.2,10.4,62,0.12,7.4399999999999995,71,0.93,66.03,80,0.95,76.0,81,0.41,33.21,50,0.03,1.5,58,0.75,43.5,27,0.55,14.850000000000001,98,0.66,64.68,0.0,0.0,0.0,61,0.03,1.8299999999999998,87,0.84,73.08,0,0.2,0.0,91,0.75,68.25,623.010009765625,623.0900268554688,595.5,603.5900268554688,1
2021-06-09,39,0.2,7.800000000000001,57,0.12,6.84,84,0.93,78.12,57,0.95,54.15,67,0.41,27.47,0,0.03,0.0,79,0.75,59.25,65,0.55,35.75,93,0.66,61.38,0.0,0.0,0.0,37,0.03,1.1099999999999999,86,0.84,72.24,0,0.2,0.0,78,0.75,58.5,602.1699829101562,611.7899780273438,597.6300048828125,598.780029296875,1
2021-06-10,27,0.2,5.4,43,0.12,5.16,66,0.93,61.38,73,0.95,69.35,63,0.41,25.83,51,0.03,1.53,65,0.75,48.75,33,0.55,18.150000000000002,88,0.66,58.080000000000005,0.0,0.0,0.0,37,0.03,1.1099999999999999,88,0.84,73.92,0,0.2,0.0,79,0.75,59.25,603.8800048828125,616.5900268554688,600.5,610.1199951171875,0
2021-06-11,41,0.2,8.200000000000001,59,0.12,7.08,82,0.93,76.26,74,0.95,70.3,66,0.41,27.06,79,0.03,2.37,83,0.75,62.25,40,0.55,22.0,99,0.66,65.34,0.0,0.0,0.0,64,0.03,1.92,91,0.84,76.44,96,0.2,19.200000000000003,68,0.75,51.0,610.22998046875,612.5599975585938,601.52001953125,609.8900146484375,1
2021-06-12,30,0.2,6.0,48,0.12,5.76,93,0.93,86.49000000000001,73,0.95,69.35,12,0.41,4.92,0,0.03,0.0,80,0.75,60.0,100,0.55,55.00000000000001,54,0.66,35.64,100.0,0.0,0.0,42,0.03,1.26,74,0.84,62.16,0,0.2,0.0,38,0.75,28.5,610.22998046875,612.5599975585938,601.52001953125,609.8900146484375,1
2021-06-13,100,0.26,26.0,50,0.1,5.0,90,0.93,83.7,84,0.91,76.44,14,0.38,5.32,0,0.03,0.0,58,0.8,46.400000000000006,53,0.56,29.680000000000003,58,0.61,35.38,95.0,0.0,0.0,40,0.02,0.8,57,0.83,47.309999999999995,100,0.0,0.0,21,0.6,12.6,610.22998046875,612.5599975585938,601.52001953125,609.8900146484375,1
2021-06-14,52,0.26,13.52,51,0.1,5.1000000000000005,92,0.93,85.56,60,0.91,54.6,54,0.38,20.52,0,0.03,0.0,48,0.8,38.400000000000006,76,0.56,42.56,90,0.61,54.9,0.0,0.0,0.0,24,0.02,0.48,88,0.83,73.03999999999999,0,0.0,0.0,65,0.6,39.0,612.22998046875,625.489990234375,609.1799926757812,617.6900024414062,0
2021-06-15,66,0.26,17.16,49,0.1,4.9,59,0.93,54.870000000000005,85,0.91,77.35000000000001,67,0.38,25.46,51,0.03,1.53,59,0.8,47.2,38,0.56,21.28,80,0.61,48.8,0.0,0.0,0.0,62,0.02,1.24,86,0.83,71.38,0,0.0,0.0,66,0.6,39.6,616.6900024414062,616.7899780273438,598.22998046875,599.3599853515625,1
2021-06-16,59,0.26,15.34,43,0.1,4.3,66,0.93,61.38,64,0.91,58.24,65,0.38,24.7,25,0.03,0.75,69,0.8,55.2,76,0.56,42.56,82,0.61,50.019999999999996,0.0,0.0,0.0,49,0.02,0.98,86,0.83,71.38,0,0.0,0.0,46,0.6,27.599999999999998,597.5399780273438,608.5,593.5,604.8699951171875,0
2021-06-17,40,0.26,10.4,54,0.1,5.4,57,0.93,53.010000000000005,48,0.91,43.68,58,0.38,22.04,26,0.03,0.78,59,0.8,47.2,66,0.56,36.96,75,0.61,45.75,0.0,0.0,0.0,75,0.02,1.5,83,0.83,68.89,0,0.0,0.0,46,0.6,27.599999999999998,601.8900146484375,621.469970703125,601.3400268554688,616.5999755859375,0
2021-06-18,47,0.26,12.22,43,0.1,4.3,61,0.93,56.730000000000004,54,0.91,49.14,52,0.38,19.76,52,0.03,1.56,33,0.8,26.400000000000002,6,0.56,3.3600000000000003,68,0.61,41.48,0.0,0.0,0.0,38,0.02,0.76,90,0.83,74.7,0,0.0,0.0,27,0.6,16.2,613.3699951171875,628.3499755859375,611.7999877929688,623.3099975585938,0
2021-06-19,45,0.26,11.700000000000001,40,0.1,4.0,72,0.93,66.96000000000001,67,0.91,60.97,13,0.38,4.94,58,0.03,1.74,49,0.8,39.2,75,0.56,42.00000000000001,50,0.61,30.5,0.0,0.0,0.0,14,0.02,0.28,68,0.83,56.44,0,0.0,0.0,22,0.6,13.2,613.3699951171875,628.3499755859375,611.7999877929688,623.3099975585938,0
2021-06-20,38,0.27,10.260000000000002,50,0.1,5.0,85,0.88,74.8,67,0.91,60.97,7,0.44,3.08,0,0.03,0.0,37,0.6,22.2,63,0.59,37.169999999999995,52,0.54,28.080000000000002,0.0,0.5,0.0,43,0.02,0.86,58,0.83,48.14,0,0.21,0.0,8,0.65,5.2,613.3699951171875,628.3499755859375,611.7999877929688,623.3099975585938,0
2021-06-21,33,0.27,8.91,51,0.1,5.1000000000000005,69,0.88,60.72,68,0.91,61.88,67,0.44,29.48,26,0.03,0.78,81,0.6,48.6,88,0.59,51.919999999999995,69,0.54,37.260000000000005,0.0,0.5,0.0,100,0.02,2.0,89,0.83,73.86999999999999,0,0.21,0.0,80,0.65,52.0,624.47998046875,631.3900146484375,608.8800048828125,620.8300170898438,1
2021-06-22,27,0.27,7.290000000000001,40,0.1,4.0,58,0.88,51.04,55,0.91,50.050000000000004,55,0.44,24.2,26,0.03,0.78,54,0.6,32.4,61,0.59,35.989999999999995,76,0.54,41.040000000000006,0.0,0.5,0.0,37,0.02,0.74,89,0.83,73.86999999999999,0,0.21,0.0,66,0.65,42.9,618.25,628.5700073242188,615.5,623.7100219726562,0
2021-06-23,39,0.27,10.530000000000001,39,0.1,3.9000000000000004,64,0.88,56.32,77,0.91,70.07000000000001,71,0.44,31.24,25,0.03,0.75,48,0.6,28.799999999999997,43,0.59,25.369999999999997,81,0.54,43.74,0.0,0.5,0.0,74,0.02,1.48,81,0.83,67.22999999999999,92,0.21,19.32,52,0.65,33.800000000000004,632.0,657.2000122070312,630.0399780273438,656.5700073242188,0
2021-06-24,54,0.27,14.580000000000002,43,0.1,4.3,79,0.88,69.52,62,0.91,56.42,100,0.44,44.0,0,0.03,0.0,72,0.6,43.199999999999996,22,0.59,12.979999999999999,74,0.54,39.96,0.0,0.5,0.0,25,0.02,0.5,85,0.83,70.55,0,0.21,0.0,74,0.65,48.1,674.989990234375,697.6199951171875,667.6099853515625,679.8200073242188,0
2021-06-25,14,0.27,3.7800000000000002,44,0.1,4.4,74,0.88,65.12,58,0.91,52.78,91,0.44,40.04,0,0.03,0.0,61,0.6,36.6,68,0.59,40.12,75,0.54,40.5,0.0,0.5,0.0,64,0.02,1.28,89,0.83,73.86999999999999,0,0.21,0.0,41,0.65,26.650000000000002,689.5800170898438,693.8099975585938,668.7000122070312,671.8699951171875,1
2021-06-26,37,0.27,9.99,54,0.1,5.4,74,0.88,65.12,100,0.91,91.0,19,0.44,8.36,29,0.03,0.87,55,0.6,33.0,50,0.59,29.5,41,0.54,22.14,0.0,0.5,0.0,28,0.02,0.56,69,0.83,57.269999999999996,0,0.21,0.0,30,0.65,19.5,689.5800170898438,693.8099975585938,668.7000122070312,671.8699951171875,1
2021-06-27,30,0.26,7.800000000000001,50,0.1,5.0,100,0.91,91.0,74,0.83,61.419999999999995,9,0.37,3.33,0,0.03,0.0,37,0.66,24.42,57,0.61,34.769999999999996,36,0.52,18.72,0.0,0.0,0.0,71,0.03,2.13,56,0.84,47.04,0,0.2,0.0,53,0.72,38.16,689.5800170898438,693.8099975585938,668.7000122070312,671.8699951171875,1
2021-06-28,60,0.26,15.600000000000001,51,0.1,5.1000000000000005,52,0.91,47.32,57,0.83,47.309999999999995,60,0.37,22.2,26,0.03,0.78,71,0.66,46.86,33,0.61,20.13,56,0.52,29.12,0.0,0.0,0.0,38,0.03,1.14,89,0.84,74.75999999999999,0,0.2,0.0,33,0.72,23.759999999999998,671.6400146484375,694.7000122070312,670.3200073242188,688.719970703125,0
2021-06-29,27,0.26,7.0200000000000005,44,0.1,4.4,79,0.91,71.89,55,0.83,45.65,61,0.37,22.57,0,0.03,0.0,49,0.66,32.34,78,0.61,47.58,94,0.52,48.88,0.0,0.0,0.0,88,0.03,2.6399999999999997,87,0.84,73.08,94,0.2,18.8,53,0.72,38.16,684.6500244140625,687.510009765625,675.8900146484375,680.760009765625,1
2021-06-30,39,0.26,10.14,38,0.1,3.8000000000000003,65,0.91,59.15,55,0.83,45.65,67,0.37,24.79,100,0.03,3.0,100,0.66,66.0,59,0.61,35.99,87,0.52,45.24,0.0,0.0,0.0,49,0.03,1.47,86,0.84,72.24,0,0.2,0.0,78,0.72,56.16,679.77001953125,692.8099975585938,678.1400146484375,679.7000122070312,1
2021-07-01,100,0.26,26.0,56,0.1,5.6000000000000005,78,0.91,70.98,54,0.83,44.82,44,0.37,16.28,4,0.03,0.12,92,0.66,60.720000000000006,48,0.61,29.28,76,0.52,39.52,0.0,0.0,0.0,36,0.03,1.08,94,0.84,78.96,0,0.2,0.0,49,0.72,35.28,683.9199829101562,687.989990234375,672.7999877929688,677.9199829101562,1
2021-07-02,37,0.26,9.620000000000001,61,0.1,6.1000000000000005,65,0.91,59.15,51,0.83,42.33,52,0.37,19.24,6,0.03,0.18,27,0.66,17.82,39,0.61,23.79,72,0.52,37.44,0.0,0.0,0.0,38,0.03,1.14,94,0.84,78.96,0,0.2,0.0,52,0.72,37.44,678.97998046875,700.0,673.260009765625,678.9000244140625,1
2021-07-03,25,0.26,6.5,54,0.1,5.4,84,0.91,76.44,67,0.83,55.61,6,0.37,2.2199999999999998,0,0.03,0.0,70,0.66,46.2,31,0.61,18.91,54,0.52,28.080000000000002,0.0,0.0,0.0,34,0.03,1.02,73,0.84,61.32,0,0.2,0.0,32,0.72,23.04,678.97998046875,700.0,673.260009765625,678.9000244140625,1
2021-07-04,70,0.31,21.7,63,0.1,6.300000000000001,100,0.93,93.0,58,0.89,51.62,8,0.3,2.4,0,0.04,0.0,62,0.83,51.46,46,0.52,23.92,53,0.53,28.09,0.0,0.0,0.0,29,0.02,0.58,52,0.85,44.199999999999996,0,0.42,0.0,35,0.55,19.25,678.97998046875,700.0,673.260009765625,678.9000244140625,1
2021-07-05,42,0.31,13.02,55,0.1,5.5,75,0.93,69.75,72,0.89,64.08,4,0.3,1.2,0,0.04,0.0,79,0.83,65.57,57,0.52,29.64,71,0.53,37.63,0.0,0.0,0.0,7,0.02,0.14,77,0.85,65.45,0,0.42,0.0,17,0.55,9.350000000000001,678.97998046875,700.0,673.260009765625,678.9000244140625,1
2021-07-06,37,0.31,11.47,62,0.1,6.2,74,0.93,68.82000000000001,60,0.89,53.4,43,0.3,12.9,6,0.04,0.24,37,0.83,30.709999999999997,17,0.52,8.84,94,0.53,49.82,0.0,0.0,0.0,19,0.02,0.38,100,0.85,85.0,0,0.42,0.0,88,0.55,48.400000000000006,681.7100219726562,684.0,651.4000244140625,659.5800170898438,1
2021-07-07,14,0.31,4.34,48,0.1,4.800000000000001,85,0.93,79.05,57,0.89,50.730000000000004,45,0.3,13.5,4,0.04,0.16,75,0.83,62.25,11,0.52,5.720000000000001,86,0.53,45.580000000000005,0.0,0.0,0.0,12,0.02,0.24,85,0.85,72.25,0,0.42,0.0,42,0.55,23.1,664.27001953125,665.7000122070312,638.3200073242188,644.6500244140625,1
2021-07-08,44,0.31,13.64,56,0.1,5.6000000000000005,68,0.93,63.24,60,0.89,53.4,46,0.3,13.799999999999999,4,0.04,0.16,100,0.83,83.0,67,0.52,34.84,94,0.53,49.82,0.0,0.0,0.0,12,0.02,0.24,88,0.85,74.8,0,0.42,0.0,80,0.55,44.0,628.3699951171875,654.4299926757812,620.4600219726562,652.8099975585938,0
2021-07-09,52,0.31,16.12,56,0.1,5.6000000000000005,69,0.93,64.17,57,0.89,50.730000000000004,39,0.3,11.7,2,0.04,0.08,69,0.83,57.269999999999996,73,0.52,37.96,88,0.53,46.64,0.0,0.0,0.0,31,0.02,0.62,98,0.85,83.3,0,0.42,0.0,59,0.55,32.45,653.1799926757812,658.9099731445312,644.6900024414062,656.9500122070312,0
2021-07-10,50,0.31,15.5,66,0.1,6.6000000000000005,85,0.93,79.05,66,0.89,58.74,9,0.3,2.6999999999999997,0,0.04,0.0,77,0.83,63.91,50,0.52,26.0,59,0.53,31.270000000000003,0.0,0.0,0.0,7,0.02,0.14,71,0.85,60.35,0,0.42,0.0,57,0.55,31.35,653.1799926757812,658.9099731445312,644.6900024414062,656.9500122070312,0
2021-07-11,41,0.23,9.43,81,0.12,9.719999999999999,87,0.86,74.82,64,0.9,57.6,6,0.36,2.16,2,0.11,0.22,87,0.96,83.52,85,0.53,45.050000000000004,54,0.55,29.700000000000003,0.0,0.0,0.0,27,0.03,0.8099999999999999,52,0.89,46.28,0,0.21,0.0,48,0.52,24.96,653.1799926757812,658.9099731445312,644.6900024414062,656.9500122070312,0
2021-07-12,29,0.23,6.67,75,0.12,9.0,83,0.86,71.38,62,0.9,55.800000000000004,50,0.36,18.0,10,0.11,1.1,46,0.96,44.16,81,0.53,42.93,95,0.55,52.25000000000001,0.0,0.0,0.0,18,0.03,0.54,88,0.89,78.32000000000001,0,0.21,0.0,100,0.52,52.0,662.2000122070312,687.239990234375,662.1599731445312,685.7000122070312,0
2021-07-13,59,0.23,13.57,58,0.12,6.96,77,0.86,66.22,56,0.9,50.4,42,0.36,15.12,2,0.11,0.22,58,0.96,55.68,50,0.53,26.5,94,0.55,51.7,0.0,0.0,0.0,12,0.03,0.36,87,0.89,77.43,0,0.21,0.0,80,0.52,41.6,686.3200073242188,693.280029296875,666.2999877929688,668.5399780273438,1
2021-07-14,29,0.23,6.67,60,0.12,7.199999999999999,89,0.86,76.53999999999999,45,0.9,40.5,43,0.36,15.479999999999999,6,0.11,0.66,46,0.96,44.16,16,0.53,8.48,85,0.55,46.75000000000001,0.0,0.0,0.0,60,0.03,1.7999999999999998,90,0.89,80.1,33,0.21,6.93,86,0.52,44.72,670.75,678.6099853515625,652.8400268554688,653.3800048828125,1
2021-07-15,37,0.23,8.51,55,0.12,6.6,76,0.86,65.36,52,0.9,46.800000000000004,45,0.36,16.2,0,0.11,0.0,69,0.96,66.24,56,0.53,29.68,79,0.55,43.45,0.0,0.0,0.0,6,0.03,0.18,97,0.89,86.33,0,0.21,0.0,96,0.52,49.92,658.3900146484375,666.1400146484375,637.8800048828125,650.5999755859375,1
2021-07-16,52,0.23,11.96,39,0.12,4.68,67,0.86,57.62,44,0.9,39.6,40,0.36,14.399999999999999,4,0.11,0.44,63,0.96,60.48,50,0.53,26.5,93,0.55,51.150000000000006,0.0,0.0,0.0,31,0.03,0.9299999999999999,91,0.89,80.99,0,0.21,0.0,51,0.52,26.52,654.6799926757812,656.7000122070312,642.2000122070312,644.219970703125,1
2021-07-17,58,0.23,13.34,58,0.12,6.96,89,0.86,76.53999999999999,72,0.9,64.8,6,0.36,2.16,2,0.11,0.22,89,0.96,85.44,25,0.53,13.25,56,0.55,30.800000000000004,0.0,0.0,0.0,21,0.03,0.63,69,0.89,61.410000000000004,0,0.21,0.0,41,0.52,21.32,654.6799926757812,656.7000122070312,642.2000122070312,644.219970703125,1
2021-07-18,50,0.22,11.0,80,0.14,11.200000000000001,80,0.81,64.80000000000001,74,0.81,59.940000000000005,6,0.35,2.0999999999999996,4,0.13,0.52,83,0.62,51.46,50,0.43,21.5,64,0.56,35.84,0.0,0.0,0.0,28,0.03,0.84,58,0.85,49.3,0,0.0,0.0,25,0.57,14.249999999999998,654.6799926757812,656.7000122070312,642.2000122070312,644.219970703125,1
2021-07-19,15,0.22,3.3,66,0.14,9.24,63,0.81,51.03,57,0.81,46.17,37,0.35,12.95,4,0.13,0.52,53,0.62,32.86,56,0.43,24.08,93,0.56,52.080000000000005,0.0,0.0,0.0,43,0.03,1.29,90,0.85,76.5,0,0.0,0.0,44,0.57,25.08,629.8900146484375,647.2000122070312,621.2899780273438,646.219970703125,0
2021-07-20,22,0.22,4.84,100,0.14,14.000000000000002,65,0.81,52.650000000000006,49,0.81,39.690000000000005,50,0.35,17.5,4,0.13,0.52,53,0.62,32.86,67,0.43,28.81,99,0.56,55.440000000000005,0.0,0.0,0.0,100,0.03,3.0,83,0.85,70.55,0,0.0,0.0,89,0.57,50.73,651.989990234375,662.3900146484375,640.5,660.5,0
2021-07-21,50,0.22,11.0,77,0.14,10.780000000000001,65,0.81,52.650000000000006,37,0.81,29.970000000000002,46,0.35,16.099999999999998,8,0.13,1.04,82,0.62,50.839999999999996,43,0.43,18.49,85,0.56,47.6,0.0,0.0,0.0,66,0.03,1.98,85,0.85,72.25,0,0.0,0.0,92,0.57,52.44,659.6099853515625,664.8599853515625,650.2899780273438,655.2899780273438,1
2021-07-22,30,0.22,6.6,72,0.14,10.080000000000002,70,0.81,56.7,42,0.81,34.02,51,0.35,17.849999999999998,12,0.13,1.56,53,0.62,32.86,39,0.43,16.77,99,0.56,55.440000000000005,0.0,0.0,0.0,13,0.03,0.39,84,0.85,71.39999999999999,0,0.0,0.0,67,0.57,38.19,656.4400024414062,662.1699829101562,644.5999755859375,649.260009765625,1
2021-07-23,30,0.22,6.6,61,0.14,8.540000000000001,89,0.81,72.09,40,0.81,32.400000000000006,33,0.35,11.549999999999999,12,0.13,1.56,59,0.62,36.58,51,0.43,21.93,94,0.56,52.64000000000001,0.0,0.0,0.0,6,0.03,0.18,91,0.85,77.35,0,0.0,0.0,75,0.57,42.74999999999999,646.3599853515625,648.7999877929688,637.2999877929688,643.3800048828125,1
2021-07-24,66,0.22,14.52,66,0.14,9.24,78,0.81,63.18000000000001,100,0.81,81.0,7,0.35,2.4499999999999997,7,0.13,0.91,89,0.62,55.18,69,0.43,29.669999999999998,56,0.56,31.360000000000003,0.0,0.0,0.0,14,0.03,0.42,71,0.85,60.35,0,0.0,0.0,16,0.57,9.12,646.3599853515625,648.7999877929688,637.2999877929688,643.3800048828125,1
2021-07-25,42,0.28,11.760000000000002,68,0.1,6.800000000000001,73,0.81,59.13,84,0.87,73.08,7,0.49,3.4299999999999997,18,0.47,8.459999999999999,72,0.76,54.72,38,0.45,17.1,72,0.52,37.44,0.0,0.0,0.0,14,0.03,0.42,57,0.83,47.309999999999995,0,0.61,0.0,8,0.53,4.24,646.3599853515625,648.7999877929688,637.2999877929688,643.3800048828125,1
2021-07-26,80,0.28,22.400000000000002,56,0.1,5.6000000000000005,93,0.81,75.33,66,0.87,57.42,79,0.49,38.71,100,0.47,47.0,36,0.76,27.36,55,0.45,24.75,98,0.52,50.96,0.0,0.0,0.0,18,0.03,0.54,83,0.83,68.89,0,0.61,0.0,43,0.53,22.790000000000003,650.969970703125,668.2000122070312,647.1099853515625,657.6199951171875,0
2021-07-27,37,0.28,10.360000000000001,55,0.1,5.5,71,0.81,57.510000000000005,50,0.87,43.5,100,0.49,49.0,47,0.47,22.09,68,0.76,51.68,100,0.45,45.0,77,0.52,40.04,0.0,0.0,0.0,25,0.03,0.75,82,0.83,68.06,33,0.61,20.13,51,0.53,27.03,663.4000244140625,666.5,627.239990234375,644.780029296875,1
2021-07-28,57,0.28,15.96,47,0.1,4.7,67,0.81,54.27,51,0.87,44.37,43,0.49,21.07,0,0.47,0.0,56,0.76,42.56,54,0.45,24.3,100,0.52,52.0,0.0,0.0,0.0,42,0.03,1.26,80,0.83,66.39999999999999,32,0.61,19.52,49,0.53,25.970000000000002,647.0,654.969970703125,639.4000244140625,646.97998046875,1
2021-07-29,15,0.28,4.2,44,0.1,4.4,76,0.81,61.56,49,0.87,42.63,51,0.49,24.99,2,0.47,0.94,37,0.76,28.12,56,0.45,25.2,86,0.52,44.72,100.0,0.0,0.0,37,0.03,1.1099999999999999,84,0.83,69.72,100,0.61,61.0,44,0.53,23.32,649.7899780273438,683.6900024414062,648.7999877929688,677.3499755859375,0
2021-07-30,58,0.28,16.240000000000002,36,0.1,3.6,71,0.81,57.510000000000005,40,0.87,34.8,39,0.49,19.11,6,0.47,2.82,16,0.76,12.16,44,0.45,19.8,67,0.52,34.84,0.0,0.0,0.0,37,0.03,1.1099999999999999,93,0.83,77.19,33,0.61,20.13,36,0.53,19.080000000000002,671.760009765625,697.530029296875,669.0,687.2000122070312,0
2021-07-31,49,0.28,13.72,65,0.1,6.5,87,0.81,70.47,68,0.87,59.16,13,0.49,6.37,0,0.47,0.0,99,0.76,75.24,25,0.45,11.25,54,0.52,28.080000000000002,0.0,0.0,0.0,48,0.03,1.44,73,0.83,60.589999999999996,0,0.61,0.0,49,0.53,25.970000000000002,671.760009765625,697.530029296875,669.0,687.2000122070312,0
2021-08-01,49,0.25,12.25,46,0.1,4.6000000000000005,84,0.77,64.68,74,0.84,62.16,13,0.36,4.68,0,0.07,0.0,80,0.74,59.2,26,0.79,20.54,28,0.54,15.120000000000001,0.0,0.0,0.0,51,0.04,2.04,65,0.84,54.6,0,0.0,0.0,31,0.78,24.18,671.760009765625,697.530029296875,669.0,687.2000122070312,0
2021-08-02,35,0.25,8.75,54,0.1,5.4,72,0.77,55.44,73,0.84,61.32,67,0.36,24.119999999999997,33,0.07,2.31,79,0.74,58.46,30,0.79,23.700000000000003,61,0.54,32.940000000000005,0.0,0.0,0.0,46,0.04,1.84,98,0.84,82.32,0,0.0,0.0,52,0.78,40.56,700.0,726.9400024414062,698.4000244140625,709.6699829101562,0
2021-08-03,27,0.25,6.75,57,0.1,5.7,67,0.77,51.59,62,0.84,52.08,100,0.36,36.0,33,0.07,2.31,73,0.74,54.019999999999996,24,0.79,18.96,63,0.54,34.02,0.0,0.0,0.0,77,0.04,3.08,92,0.84,77.28,0,0.0,0.0,57,0.78,44.46,719.0,722.6500244140625,701.010009765625,709.739990234375,1
2021-08-04,53,0.25,13.25,74,0.1,7.4,75,0.77,57.75,65,0.84,54.6,74,0.36,26.64,65,0.07,4.550000000000001,39,0.74,28.86,32,0.79,25.28,50,0.54,27.0,0.0,0.0,0.0,54,0.04,2.16,90,0.84,75.6,0,0.0,0.0,68,0.78,53.04,711.0,724.9000244140625,708.9299926757812,710.9199829101562,1
2021-08-05,64,0.25,16.0,60,0.1,6.0,62,0.77,47.74,54,0.84,45.36,85,0.36,30.599999999999998,67,0.07,4.69,35,0.74,25.9,100,0.79,79.0,67,0.54,36.18,0.0,0.0,0.0,16,0.04,0.64,98,0.84,82.32,0,0.0,0.0,59,0.78,46.02,716.0,720.9500122070312,711.4099731445312,714.6300048828125,1
2021-08-06,36,0.25,9.0,51,0.1,5.1000000000000005,52,0.77,40.04,69,0.84,57.96,65,0.36,23.4,33,0.07,2.31,81,0.74,59.94,58,0.79,45.82,56,0.54,30.240000000000002,0.0,0.0,0.0,16,0.04,0.64,94,0.84,78.96,0,0.0,0.0,23,0.78,17.94,711.9000244140625,716.3300170898438,697.6300048828125,699.0999755859375,1
2021-08-07,70,0.25,17.5,62,0.1,6.2,76,0.77,58.52,93,0.84,78.11999999999999,15,0.36,5.3999999999999995,0,0.07,0.0,57,0.74,42.18,36,0.79,28.44,39,0.54,21.060000000000002,0.0,0.0,0.0,34,0.04,1.36,73,0.84,61.32,0,0.0,0.0,19,0.78,14.82,711.9000244140625,716.3300170898438,697.6300048828125,699.0999755859375,1
2021-08-08,100,0.27,27.0,75,0.1,7.5,88,0.92,80.96000000000001,63,0.79,49.77,5,0.31,1.55,0,0.04,0.0,76,0.6,45.6,70,0.6,42.0,34,0.55,18.700000000000003,0.0,0.5,0.0,9,0.02,0.18,60,0.84,50.4,100,0.0,0.0,13,0.61,7.93,711.9000244140625,716.3300170898438,697.6300048828125,699.0999755859375,1
2021-08-09,53,0.27,14.31,69,0.1,6.9,88,0.92,80.96000000000001,70,0.79,55.300000000000004,64,0.31,19.84,33,0.04,1.32,62,0.6,37.199999999999996,27,0.6,16.2,59,0.55,32.45,0.0,0.5,0.0,38,0.02,0.76,96,0.84,80.64,0,0.0,0.0,75,0.61,45.75,710.1699829101562,719.030029296875,705.1300048828125,713.760009765625,0
2021-08-10,28,0.27,7.5600000000000005,79,0.1,7.9,73,0.92,67.16,64,0.79,50.56,71,0.31,22.01,0,0.04,0.0,41,0.6,24.599999999999998,24,0.6,14.399999999999999,77,0.55,42.35,0.0,0.5,0.0,16,0.02,0.32,92,0.84,77.28,0,0.0,0.0,35,0.61,21.349999999999998,713.989990234375,716.5900268554688,701.8800048828125,709.989990234375,1
2021-08-11,17,0.27,4.59,54,0.1,5.4,70,0.92,64.4,57,0.79,45.03,60,0.31,18.6,0,0.04,0.0,66,0.6,39.6,55,0.6,33.0,59,0.55,32.45,0.0,0.5,0.0,38,0.02,0.76,86,0.84,72.24,0,0.0,0.0,68,0.61,41.48,712.7100219726562,715.1799926757812,704.2100219726562,707.8200073242188,1
2021-08-12,54,0.27,14.580000000000002,62,0.1,6.2,81,0.92,74.52000000000001,71,0.79,56.09,70,0.31,21.7,100,0.04,4.0,63,0.6,37.8,30,0.6,18.0,68,0.55,37.400000000000006,100.0,0.5,50.0,16,0.02,0.32,91,0.84,76.44,0,0.0,0.0,35,0.61,21.349999999999998,706.3400268554688,722.7999877929688,699.4000244140625,722.25,0
